class_id,status,elapsed_ms,candidate_count,detail
4556,no_counterexample_found,1649,10,
4557,no_counterexample_found,1458,10,
4558,no_counterexample_found,1755,81,
4559,no_counterexample_found,1495,10,
4560,no_counterexample_found,1483,10,
4561,no_counterexample_found,1600,81,
4562,no_counterexample_found,1326,6,
4563,no_counterexample_found,1533,10,
4564,no_counterexample_found,1498,6,
4565,no_counterexample_found,1715,10,
4566,no_counterexample_found,2047,81,
4567,no_counterexample_found,1817,10,
4568,no_counterexample_found,1650,10,
4569,no_counterexample_found,1494,6,
4570,no_counterexample_found,1730,81,
4571,no_counterexample_found,1592,10,
4572,no_counterexample_found,1611,6,
4573,no_counterexample_found,1579,6,
4574,difference_test_written,1864,81,candidate_index=17;method1=EX;method2=OK
4575,no_counterexample_found,1747,81,
4576,no_counterexample_found,1730,81,
4577,no_counterexample_found,1516,6,
4578,no_counterexample_found,1627,49,
4579,no_counterexample_found,1443,6,
4580,no_counterexample_found,1596,6,
