class_id,status,elapsed_ms,candidate_count,details
9322,no_counterexample_found,1512,7,
9323,no_counterexample_found,1907,7,
9324,no_counterexample_found,1994,6,
9325,no_counterexample_found,1417,6,
9326,difference_test_written,1860,90,candidate_index=63;method1=OK;method2=OK
9327,no_counterexample_found,1771,6,
9328,no_counterexample_found,1485,6,
9329,no_counterexample_found,1500,6,
9330,no_counterexample_found,1732,7,
9331,no_counterexample_found,1683,7,
9332,no_counterexample_found,1684,6,
9333,no_counterexample_found,1625,6,
9334,no_counterexample_found,1606,6,
9335,no_counterexample_found,1700,6,
9336,no_counterexample_found,1578,7,
9337,no_counterexample_found,1662,7,
9338,no_counterexample_found,2858,7,
9339,no_counterexample_found,1667,7,
9340,no_counterexample_found,1913,90,
9341,no_counterexample_found,1711,7,
9342,no_counterexample_found,1976,6,
9343,difference_test_written,2310,81,candidate_index=2;method1=OK;method2=OK
9344,no_counterexample_found,1460,7,
9345,no_counterexample_found,1631,7,
9346,difference_test_written,1811,81,candidate_index=26;method1=OK;method2=OK
9347,no_counterexample_found,1594,90,
9348,no_counterexample_found,1690,7,
9349,no_counterexample_found,1328,7,
9350,no_counterexample_found,1714,7,
9351,no_counterexample_found,1530,81,
9352,no_counterexample_found,1880,81,
9353,no_counterexample_found,1681,7,
9354,no_counterexample_found,1844,81,
9355,no_counterexample_found,2141,6,
9356,no_counterexample_found,1782,81,
9357,no_counterexample_found,1669,6,
9358,no_counterexample_found,1611,81,
9359,no_counterexample_found,1418,6,
9360,no_counterexample_found,1551,81,
9361,no_counterexample_found,1335,6,
9362,no_counterexample_found,1425,6,
9363,no_counterexample_found,1645,6,
9364,no_counterexample_found,1634,81,
9365,no_counterexample_found,2635,265,
9366,no_counterexample_found,1640,6,
9367,no_counterexample_found,1891,6,
9368,no_counterexample_found,1751,6,
9369,no_counterexample_found,1636,6,
9370,no_counterexample_found,3064,6,
9371,no_counterexample_found,2027,6,
9372,no_counterexample_found,1978,6,
9373,no_counterexample_found,1989,6,
9374,no_counterexample_found,2033,6,
9375,no_counterexample_found,2054,6,
9376,no_counterexample_found,2737,6,
9377,no_counterexample_found,2637,6,
9378,no_counterexample_found,1389,6,
9379,no_counterexample_found,2606,113,
9380,no_counterexample_found,2215,6,
9381,no_counterexample_found,1659,6,
9382,no_counterexample_found,1731,6,
9383,no_counterexample_found,1660,6,
9384,no_counterexample_found,1631,6,
9385,no_counterexample_found,1941,125,
9386,no_counterexample_found,2171,125,
9387,no_counterexample_found,1786,6,
9388,no_counterexample_found,1685,7,
9389,no_counterexample_found,2680,7,
9390,no_counterexample_found,1430,7,
9391,no_counterexample_found,1450,7,
9392,no_counterexample_found,1769,125,
9393,no_counterexample_found,2090,125,
9394,no_counterexample_found,1940,7,
9395,no_counterexample_found,1981,125,
9396,no_counterexample_found,1445,7,
9397,no_counterexample_found,1729,7,
9398,difference_test_written,2226,125,candidate_index=2;method1=OK;method2=EX
9399,difference_test_written,1915,100,candidate_index=55;method1=OK;method2=OK
9400,no_counterexample_found,1688,6,
9401,no_counterexample_found,1773,7,
9402,no_counterexample_found,1478,6,
9403,difference_test_written,1906,6,candidate_index=2;method1=EX;method2=OK
9404,no_counterexample_found,2053,81,
9405,no_counterexample_found,1582,7,
9406,no_counterexample_found,2094,6,
9407,no_counterexample_found,2284,6,
9408,no_counterexample_found,1968,4,
9409,no_counterexample_found,1683,6,
9410,no_counterexample_found,2385,43,
9411,no_counterexample_found,1665,6,
9412,no_counterexample_found,2507,43,
9413,no_counterexample_found,2358,43,
9414,no_counterexample_found,1537,6,
9415,no_counterexample_found,1970,6,
9416,no_counterexample_found,1829,6,
9417,no_counterexample_found,1764,6,
9418,no_counterexample_found,1650,43,
9419,no_counterexample_found,1875,43,
9420,no_counterexample_found,1696,43,
9421,no_counterexample_found,1646,43,
9422,no_counterexample_found,2827,6,
9423,no_counterexample_found,1683,6,
9424,difference_test_written,1958,43,candidate_index=19;method1=OK;method2=EX
9425,no_counterexample_found,1404,6,
9426,no_counterexample_found,1444,6,
9427,no_counterexample_found,1923,43,
9428,difference_test_written,1643,43,candidate_index=19;method1=OK;method2=EX
9429,no_counterexample_found,1687,43,
9430,no_counterexample_found,1649,4,
9431,no_counterexample_found,1697,43,
9432,no_counterexample_found,1881,43,
9433,no_counterexample_found,1455,7,
9434,no_counterexample_found,2017,43,
9435,no_counterexample_found,1649,43,
9436,no_counterexample_found,1921,43,
9437,no_counterexample_found,2005,43,
9438,no_counterexample_found,1697,43,
9439,no_counterexample_found,1511,6,
9440,no_counterexample_found,1844,43,
9441,no_counterexample_found,1357,6,
9442,no_counterexample_found,1619,6,
9443,no_counterexample_found,2383,6,
9444,no_counterexample_found,1596,6,
9445,no_counterexample_found,1603,43,
9446,no_counterexample_found,3152,6,
9447,no_counterexample_found,1084,6,
9448,no_counterexample_found,1655,43,
9449,no_counterexample_found,1302,43,
9450,no_counterexample_found,1374,43,
9451,no_counterexample_found,1591,43,
9452,no_counterexample_found,1951,43,
9453,no_counterexample_found,1608,43,
9454,no_counterexample_found,1626,43,
9455,no_counterexample_found,1917,43,
9456,no_counterexample_found,1939,43,
9457,no_counterexample_found,1577,43,
9458,no_counterexample_found,1326,6,
9459,no_counterexample_found,1511,43,
9460,no_counterexample_found,2002,43,
9461,no_counterexample_found,1479,43,
9462,no_counterexample_found,1815,43,
9463,no_counterexample_found,1600,4,
9464,difference_test_written,1794,100,candidate_index=30;method1=OK;method2=OK
9465,no_counterexample_found,1656,4,
9466,difference_test_written,3296,43,candidate_index=19;method1=OK;method2=EX
9467,no_counterexample_found,1708,4,
9468,no_counterexample_found,1926,4,
9469,no_counterexample_found,1996,43,
9470,no_counterexample_found,1885,43,
9471,no_counterexample_found,1859,43,
9472,no_counterexample_found,1923,43,
9473,no_counterexample_found,3602,43,
9474,no_counterexample_found,2835,43,
9475,no_counterexample_found,2312,43,
9476,no_counterexample_found,2524,4,
9477,no_counterexample_found,2305,4,
9478,no_counterexample_found,2708,43,
9479,no_counterexample_found,2541,43,
9480,no_counterexample_found,2490,43,
9481,no_counterexample_found,2986,43,
9482,no_counterexample_found,2208,10,
9483,no_counterexample_found,2111,6,
9484,no_counterexample_found,2200,43,
9485,no_counterexample_found,2342,43,
9486,no_counterexample_found,2237,6,
9487,no_counterexample_found,2330,43,
9488,no_counterexample_found,2215,43,
9489,difference_test_written,2438,90,candidate_index=45;method1=EX;method2=OK
9490,difference_test_written,2285,90,candidate_index=45;method1=EX;method2=OK
9491,no_counterexample_found,2086,43,
9492,no_counterexample_found,2031,43,
9493,no_counterexample_found,1940,43,
9494,difference_test_written,1822,90,candidate_index=45;method1=EX;method2=OK
9495,no_counterexample_found,1703,4,
9496,difference_test_written,2099,90,candidate_index=45;method1=EX;method2=OK
9497,difference_test_written,1798,90,candidate_index=45;method1=EX;method2=OK
9498,no_counterexample_found,1650,6,
9499,no_counterexample_found,1600,6,
9500,no_counterexample_found,1712,6,
9501,difference_test_written,1519,90,candidate_index=45;method1=EX;method2=OK
9502,no_counterexample_found,1064,6,
9503,no_counterexample_found,1246,6,
9504,no_counterexample_found,1298,6,
9505,no_counterexample_found,1635,6,
9506,difference_test_written,1551,90,candidate_index=45;method1=EX;method2=OK
9507,difference_test_written,1839,90,candidate_index=45;method1=EX;method2=OK
9508,difference_test_written,1894,90,candidate_index=45;method1=EX;method2=OK
9509,no_counterexample_found,1449,6,
9510,no_counterexample_found,1484,6,
9511,no_counterexample_found,1713,4,
9512,no_counterexample_found,1790,6,
9513,no_counterexample_found,1658,6,
9514,no_counterexample_found,1501,4,
9515,no_counterexample_found,1770,6,
9516,no_counterexample_found,1516,6,
9517,no_counterexample_found,1914,90,
9518,no_counterexample_found,1152,6,
9519,no_counterexample_found,1792,52,
9520,no_counterexample_found,1199,6,
9521,no_counterexample_found,1604,6,
9522,no_counterexample_found,1424,6,
9523,no_counterexample_found,1656,6,
9524,difference_test_written,1660,90,candidate_index=63;method1=OK;method2=OK
9525,no_counterexample_found,1772,6,
9526,no_counterexample_found,1547,4,
9527,no_counterexample_found,1612,7,
9528,no_counterexample_found,1702,6,
9529,difference_test_written,2027,6,candidate_index=4;method1=OK;method2=OK
9530,no_counterexample_found,1813,6,
9531,no_counterexample_found,1558,6,
9532,no_counterexample_found,1509,7,
9533,no_counterexample_found,1332,6,
9534,no_counterexample_found,1625,4,
9535,no_counterexample_found,1438,6,
9536,no_counterexample_found,1385,6,
9537,no_counterexample_found,1709,7,
9538,no_counterexample_found,1199,6,
9539,no_counterexample_found,2557,7,
9540,difference_test_written,2545,6,candidate_index=4;method1=OK;method2=OK
9541,no_counterexample_found,2468,6,
9542,no_counterexample_found,2613,6,
9543,no_counterexample_found,2293,6,
9544,no_counterexample_found,1901,7,
9545,no_counterexample_found,2213,7,
9546,no_counterexample_found,2035,6,
9547,no_counterexample_found,2179,4,
9548,no_counterexample_found,1982,7,
9549,difference_test_written,2105,6,candidate_index=4;method1=OK;method2=OK
9550,difference_test_written,2213,6,candidate_index=4;method1=OK;method2=OK
9551,no_counterexample_found,2124,4,
9552,no_counterexample_found,2062,6,
9553,difference_test_written,2258,6,candidate_index=4;method1=OK;method2=OK
9554,no_counterexample_found,2373,7,
9555,no_counterexample_found,2265,6,
9556,no_counterexample_found,2852,6,
9557,no_counterexample_found,2598,4,
9558,no_counterexample_found,2168,7,
9559,difference_test_written,2599,90,candidate_index=63;method1=OK;method2=OK
9560,no_counterexample_found,2528,81,
9561,no_counterexample_found,2531,81,
9562,no_counterexample_found,2651,81,
9563,no_counterexample_found,2401,81,
9564,no_counterexample_found,2205,81,
9565,no_counterexample_found,2511,81,
9566,no_counterexample_found,2360,81,
9567,no_counterexample_found,2397,81,
9568,no_counterexample_found,1874,4,
9569,no_counterexample_found,3348,81,
9570,no_counterexample_found,2508,81,
9571,no_counterexample_found,2844,81,
9572,no_counterexample_found,2507,7,
9573,no_counterexample_found,3630,81,
9574,no_counterexample_found,3048,81,
9575,no_counterexample_found,2750,81,
9576,no_counterexample_found,3422,81,
9577,no_counterexample_found,3448,81,
9578,difference_test_written,3254,81,candidate_index=17;method1=OK;method2=EX
9579,difference_test_written,2795,81,candidate_index=17;method1=OK;method2=EX
9580,difference_test_written,2636,81,candidate_index=17;method1=OK;method2=EX
9581,difference_test_written,2830,81,candidate_index=17;method1=OK;method2=EX
9582,difference_test_written,2479,81,candidate_index=17;method1=OK;method2=EX
9583,no_counterexample_found,2216,7,
9584,difference_test_written,2472,90,candidate_index=54;method1=OK;method2=OK
9585,no_counterexample_found,2423,7,
9586,no_counterexample_found,2661,7,
9587,no_counterexample_found,2166,7,
9588,no_counterexample_found,2075,7,
9589,no_counterexample_found,2087,6,
9590,no_counterexample_found,2478,81,
9591,no_counterexample_found,2466,81,
9592,no_counterexample_found,2409,6,
9593,no_counterexample_found,2445,81,
9594,no_counterexample_found,2609,81,
9595,no_counterexample_found,2409,81,
9596,no_counterexample_found,2441,81,
9597,no_counterexample_found,2194,7,
9598,no_counterexample_found,2604,81,
9599,no_counterexample_found,2446,81,
9600,no_counterexample_found,2179,10,
9601,difference_test_written,2376,7,candidate_index=6;method1=OK;method2=OK
9602,no_counterexample_found,2619,81,
9603,no_counterexample_found,2616,81,
9604,no_counterexample_found,2626,81,
9605,no_counterexample_found,2808,81,
9606,no_counterexample_found,2491,81,
9607,no_counterexample_found,2082,7,
9608,no_counterexample_found,2729,81,
9609,difference_test_written,2853,90,candidate_index=54;method1=OK;method2=OK
9610,no_counterexample_found,2381,81,
9611,no_counterexample_found,2953,81,
9612,no_counterexample_found,2404,81,
9613,no_counterexample_found,2541,81,
9614,no_counterexample_found,2815,81,
9615,no_counterexample_found,2728,10,
9616,no_counterexample_found,2695,81,
9617,no_counterexample_found,2492,81,
9618,no_counterexample_found,2792,81,
9619,no_counterexample_found,2778,81,
9620,no_counterexample_found,3078,81,
9621,no_counterexample_found,2417,90,
9622,no_counterexample_found,2780,81,
9623,no_counterexample_found,2463,81,
9624,no_counterexample_found,2410,81,
9625,no_counterexample_found,2124,10,
9626,no_counterexample_found,2453,81,
9627,no_counterexample_found,2581,81,
9628,no_counterexample_found,2119,7,
9629,difference_test_written,2435,81,candidate_index=13;method1=OK;method2=OK
9630,no_counterexample_found,2152,10,
9631,no_counterexample_found,2202,6,
9632,no_counterexample_found,2174,10,
9633,no_counterexample_found,2576,81,
9634,no_counterexample_found,2315,81,
9635,no_counterexample_found,2114,7,
9636,no_counterexample_found,2593,81,
9637,no_counterexample_found,2257,81,
9638,no_counterexample_found,2307,81,
9639,no_counterexample_found,2606,81,
9640,no_counterexample_found,2434,81,
9641,no_counterexample_found,2664,81,
9642,no_counterexample_found,2492,81,
9643,no_counterexample_found,2394,81,
9644,no_counterexample_found,2477,81,
9645,no_counterexample_found,2564,81,
9646,no_counterexample_found,2182,7,
9647,no_counterexample_found,2122,7,
9648,no_counterexample_found,2273,81,
9649,no_counterexample_found,2262,6,
9650,difference_test_written,2330,100,candidate_index=6;method1=OK;method2=OK
9651,no_counterexample_found,2248,7,
9652,no_counterexample_found,2168,6,
9653,no_counterexample_found,2360,81,
9654,no_counterexample_found,2599,81,
9655,no_counterexample_found,2245,7,
9656,no_counterexample_found,2426,81,
9657,no_counterexample_found,2828,81,
9658,no_counterexample_found,2390,81,
9659,no_counterexample_found,2329,81,
9660,no_counterexample_found,2503,81,
9661,no_counterexample_found,2490,81,
9662,no_counterexample_found,2448,81,
9663,no_counterexample_found,2733,10,
9664,no_counterexample_found,2812,81,
9665,no_counterexample_found,2874,58,
9666,no_counterexample_found,2415,7,
9667,no_counterexample_found,2388,7,
9668,no_counterexample_found,2473,7,
9669,difference_test_written,2494,6,candidate_index=4;method1=OK;method2=OK
9670,no_counterexample_found,2358,6,
9671,difference_test_written,2780,125,candidate_index=38;method1=OK;method2=OK
9672,no_counterexample_found,2284,6,
9673,no_counterexample_found,2274,7,
9674,no_counterexample_found,2193,7,
9675,no_counterexample_found,2300,7,
9676,no_counterexample_found,2700,81,
9677,no_counterexample_found,2574,81,
9678,no_counterexample_found,2677,81,
9679,no_counterexample_found,2603,81,
