class_id,status,elapsed_ms,candidate_count,detail
11132,difference_test_written,1139,65,candidate_index=30;method1=OK;method2=EX
11133,no_counterexample_found,1070,43,
11134,difference_test_written,1057,43,candidate_index=0;method1=OK;method2=EX
11135,difference_test_written,1091,52,candidate_index=0;method1=OK;method2=OK
11136,no_counterexample_found,1105,65,
11137,no_counterexample_found,979,7,
11138,no_counterexample_found,1129,65,
11139,no_counterexample_found,1094,43,
11140,no_counterexample_found,1126,65,
11141,no_counterexample_found,1098,43,
11142,no_counterexample_found,1114,52,
11143,no_counterexample_found,1074,36,
11144,no_counterexample_found,1119,52,
11145,difference_test_written,1128,65,candidate_index=16;method1=EX;method2=OK
11146,no_counterexample_found,1129,81,
11147,no_counterexample_found,1131,65,
11148,difference_test_written,1152,65,candidate_index=30;method1=OK;method2=EX
11149,no_counterexample_found,1137,100,
11150,no_counterexample_found,1124,65,
11151,no_counterexample_found,1159,81,
11152,no_counterexample_found,973,7,
11153,no_counterexample_found,1115,81,
11154,difference_test_written,1147,65,candidate_index=30;method1=OK;method2=EX
11155,no_counterexample_found,1113,81,
11156,no_counterexample_found,1117,81,
11157,difference_test_written,1105,36,candidate_index=32;method1=OK;method2=OK
11158,no_counterexample_found,1084,36,
11159,no_counterexample_found,1099,52,
11160,difference_test_written,1077,36,candidate_index=32;method1=OK;method2=OK
11161,no_counterexample_found,1141,81,
11162,no_counterexample_found,1154,81,
11163,no_counterexample_found,1056,43,
11164,no_counterexample_found,1109,81,
11165,difference_test_written,1111,65,candidate_index=3;method1=OK;method2=EX
11166,no_counterexample_found,1148,65,
11167,no_counterexample_found,1063,52,
11168,no_counterexample_found,1091,43,
11169,difference_test_written,1113,65,candidate_index=3;method1=OK;method2=EX
11170,difference_test_written,1073,56,candidate_index=6;method1=OK;method2=EX
11171,no_counterexample_found,1106,52,
11172,no_counterexample_found,1109,65,
11173,difference_test_written,1079,65,candidate_index=3;method1=OK;method2=EX
11174,no_counterexample_found,1119,52,
11175,difference_test_written,1123,65,candidate_index=30;method1=OK;method2=EX
11176,no_counterexample_found,1095,52,
11177,no_counterexample_found,1091,56,
11178,no_counterexample_found,977,7,
11179,no_counterexample_found,1089,43,
11180,difference_test_written,1138,65,candidate_index=30;method1=OK;method2=EX
11181,no_counterexample_found,1135,65,
11182,no_counterexample_found,1006,7,
11183,no_counterexample_found,973,7,
11184,no_counterexample_found,974,7,
11185,no_counterexample_found,973,7,
11186,no_counterexample_found,991,7,
11187,no_counterexample_found,969,7,
11188,no_counterexample_found,1141,81,
11189,no_counterexample_found,984,7,
11190,no_counterexample_found,1116,81,
11191,no_counterexample_found,1122,81,
11192,no_counterexample_found,1142,81,
11193,no_counterexample_found,1130,81,
11194,no_counterexample_found,963,7,
11195,no_counterexample_found,981,7,
11196,no_counterexample_found,964,7,
11197,no_counterexample_found,964,7,
11198,no_counterexample_found,969,1,
11199,no_counterexample_found,994,7,
11200,no_counterexample_found,984,7,
11201,no_counterexample_found,1161,100,
11202,no_counterexample_found,982,7,
11203,no_counterexample_found,974,7,
11204,difference_test_written,1121,52,candidate_index=0;method1=OK;method2=OK
11205,difference_test_written,1150,100,candidate_index=8;method1=OK;method2=OK
11206,no_counterexample_found,1153,81,
11207,no_counterexample_found,1117,43,
11208,no_counterexample_found,1047,36,
11209,no_counterexample_found,970,7,
11210,no_counterexample_found,1078,43,
11211,no_counterexample_found,1091,43,
11212,no_counterexample_found,963,7,
11213,no_counterexample_found,1084,43,
11214,no_counterexample_found,1049,43,
11215,no_counterexample_found,1066,43,
11216,no_counterexample_found,1063,43,
11217,no_counterexample_found,1075,43,
11218,no_counterexample_found,1092,43,
11219,no_counterexample_found,1089,43,
11220,no_counterexample_found,973,7,
11221,no_counterexample_found,1109,43,
11222,no_counterexample_found,1092,43,
11223,no_counterexample_found,1090,43,
11224,no_counterexample_found,963,7,
11225,no_counterexample_found,1076,43,
11226,no_counterexample_found,1096,43,
11227,no_counterexample_found,1094,43,
11228,no_counterexample_found,1082,43,
11229,no_counterexample_found,1081,43,
11230,no_counterexample_found,1042,43,
11231,no_counterexample_found,1051,43,
11232,no_counterexample_found,1087,43,
11233,no_counterexample_found,1103,43,
11234,no_counterexample_found,1098,43,
11235,no_counterexample_found,1064,43,
11236,no_counterexample_found,1099,43,
11237,no_counterexample_found,1112,43,
11238,no_counterexample_found,1093,43,
11239,no_counterexample_found,1088,43,
11240,no_counterexample_found,1098,43,
11241,difference_test_written,980,7,candidate_index=3;method1=OK;method2=OK
11242,no_counterexample_found,1091,43,
11243,no_counterexample_found,1056,43,
11244,no_counterexample_found,1080,43,
11245,no_counterexample_found,1090,43,
11246,no_counterexample_found,1105,43,
11247,no_counterexample_found,1077,43,
11248,no_counterexample_found,1111,73,
11249,no_counterexample_found,1154,82,
11250,no_counterexample_found,1118,82,
11251,difference_test_written,1172,100,candidate_index=14;method1=OK;method2=OK
11252,difference_test_written,1146,125,candidate_index=67;method1=OK;method2=OK
11253,no_counterexample_found,1125,81,
11254,no_counterexample_found,975,7,
11255,no_counterexample_found,957,7,
11256,no_counterexample_found,1150,100,
11257,no_counterexample_found,966,7,
11258,difference_test_written,1074,72,candidate_index=2;method1=OK;method2=OK
11259,no_counterexample_found,1111,60,
11260,difference_test_written,1123,100,candidate_index=13;method1=OK;method2=OK
11261,no_counterexample_found,1113,81,
11262,no_counterexample_found,1155,81,
11263,no_counterexample_found,1158,81,
11264,difference_test_written,1135,72,candidate_index=2;method1=OK;method2=OK
11265,no_counterexample_found,1316,81,
11266,no_counterexample_found,1075,60,
11267,no_counterexample_found,1006,7,
11268,difference_test_written,1154,60,candidate_index=44;method1=OK;method2=OK
11269,no_counterexample_found,1105,60,
11270,no_counterexample_found,1160,100,
11271,no_counterexample_found,1033,7,
11272,no_counterexample_found,1174,45,
11273,difference_test_written,1217,60,candidate_index=3;method1=OK;method2=OK
11274,difference_test_written,1214,60,candidate_index=3;method1=OK;method2=OK
11275,difference_test_written,1145,60,candidate_index=5;method1=OK;method2=OK
11276,no_counterexample_found,1124,81,
11277,no_counterexample_found,1152,81,
11278,no_counterexample_found,985,7,
11279,no_counterexample_found,1119,81,
11280,no_counterexample_found,1142,73,
11281,no_counterexample_found,981,7,
11282,no_counterexample_found,1138,81,
11283,no_counterexample_found,1341,265,
11284,no_counterexample_found,1094,60,
11285,no_counterexample_found,1090,36,
11286,difference_test_written,1066,36,candidate_index=24;method1=OK;method2=OK
11287,difference_test_written,1113,36,candidate_index=24;method1=OK;method2=OK
11288,no_counterexample_found,1141,36,
11289,no_counterexample_found,1126,36,
11290,difference_test_written,1118,36,candidate_index=24;method1=OK;method2=OK
11291,difference_test_written,1095,36,candidate_index=24;method1=OK;method2=OK
11292,no_counterexample_found,1094,36,
11293,no_counterexample_found,992,7,
11294,no_counterexample_found,993,7,
11295,difference_test_written,1072,36,candidate_index=4;method1=OK;method2=OK
11296,difference_test_written,1058,36,candidate_index=4;method1=OK;method2=OK
11297,no_counterexample_found,1128,81,
11298,no_counterexample_found,996,7,
11299,no_counterexample_found,1064,36,
11300,no_counterexample_found,1102,36,
11301,difference_test_written,1136,90,candidate_index=13;method1=OK;method2=OK
11302,difference_test_written,1133,100,candidate_index=3;method1=OK;method2=OK
11303,no_counterexample_found,1061,36,
11304,no_counterexample_found,1151,81,
11305,no_counterexample_found,1090,36,
11306,no_counterexample_found,1142,100,
11307,difference_test_written,1086,36,candidate_index=24;method1=OK;method2=OK
11308,difference_test_written,1117,90,candidate_index=13;method1=OK;method2=OK
11309,no_counterexample_found,1078,36,
11310,no_counterexample_found,1033,7,
11311,no_counterexample_found,1081,36,
11312,difference_test_written,1142,90,candidate_index=13;method1=OK;method2=OK
11313,no_counterexample_found,1078,36,
11314,difference_test_written,1073,36,candidate_index=4;method1=OK;method2=OK
11315,difference_test_written,1061,36,candidate_index=4;method1=OK;method2=OK
11316,difference_test_written,1078,36,candidate_index=24;method1=OK;method2=OK
11317,no_counterexample_found,1111,90,
11318,difference_test_written,1073,36,candidate_index=4;method1=OK;method2=OK
11319,difference_test_written,1117,36,candidate_index=4;method1=OK;method2=OK
11320,no_counterexample_found,1089,36,
11321,no_counterexample_found,1176,90,
11322,difference_test_written,1144,100,candidate_index=25;method1=OK;method2=OK
11323,no_counterexample_found,1113,90,
11324,no_counterexample_found,994,10,
11325,difference_test_written,1126,90,candidate_index=13;method1=OK;method2=OK
11326,no_counterexample_found,1047,10,
11327,difference_test_written,1145,90,candidate_index=13;method1=OK;method2=OK
11328,no_counterexample_found,1302,100,
11329,difference_test_written,1191,90,candidate_index=13;method1=OK;method2=OK
11330,no_counterexample_found,1164,100,
11331,no_counterexample_found,1108,60,
11332,no_counterexample_found,1277,60,
11333,no_counterexample_found,1240,60,
11334,difference_test_written,1138,90,candidate_index=13;method1=OK;method2=OK
11335,no_counterexample_found,1112,60,
11336,no_counterexample_found,1105,60,
11337,no_counterexample_found,1041,7,
11338,difference_test_written,1224,125,candidate_index=55;method1=OK;method2=OK
11339,no_counterexample_found,976,7,
11340,no_counterexample_found,992,7,
11341,no_counterexample_found,1149,81,
11342,no_counterexample_found,1144,82,
11343,no_counterexample_found,1100,60,
11344,no_counterexample_found,1080,36,
11345,no_counterexample_found,1073,36,
11346,no_counterexample_found,1044,36,
11347,no_counterexample_found,1079,36,
11348,difference_test_written,1070,60,candidate_index=44;method1=OK;method2=OK
11349,difference_test_written,1163,113,candidate_index=59;method1=OK;method2=OK
11350,no_counterexample_found,1105,52,
11351,difference_test_written,1108,52,candidate_index=3;method1=OK;method2=EX
11352,no_counterexample_found,1108,52,
11353,difference_test_written,1114,52,candidate_index=3;method1=OK;method2=EX
11354,no_counterexample_found,982,7,
11355,no_counterexample_found,1081,52,
11356,difference_test_written,1099,52,candidate_index=0;method1=OK;method2=EX
11357,no_counterexample_found,1072,52,
11358,no_counterexample_found,1087,43,
11359,difference_test_written,1103,52,candidate_index=3;method1=OK;method2=EX
11360,no_counterexample_found,967,7,
11361,no_counterexample_found,1113,43,
11362,difference_test_written,1095,52,candidate_index=0;method1=OK;method2=EX
11363,difference_test_written,1086,52,candidate_index=3;method1=OK;method2=EX
11364,no_counterexample_found,1146,52,
11365,no_counterexample_found,1106,52,
11366,no_counterexample_found,1111,43,
11367,no_counterexample_found,1131,52,
11368,no_counterexample_found,1099,52,
11369,no_counterexample_found,1261,52,
11370,no_counterexample_found,1132,43,
11371,difference_test_written,1122,43,candidate_index=19;method1=OK;method2=EX
11372,no_counterexample_found,1078,52,
11373,difference_test_written,1247,52,candidate_index=3;method1=OK;method2=EX
11374,no_counterexample_found,1166,52,
11375,difference_test_written,1081,52,candidate_index=0;method1=OK;method2=EX
11376,no_counterexample_found,1246,52,
11377,no_counterexample_found,1175,52,
11378,no_counterexample_found,1142,55,
11379,no_counterexample_found,1123,55,
11380,no_counterexample_found,1099,52,
11381,difference_test_written,1115,55,candidate_index=47;method1=OK;method2=OK
11382,no_counterexample_found,1122,52,
11383,no_counterexample_found,973,7,
11384,no_counterexample_found,1104,52,
11385,difference_test_written,1075,52,candidate_index=3;method1=OK;method2=EX
11386,no_counterexample_found,1067,34,
11387,no_counterexample_found,1119,52,
11388,no_counterexample_found,1098,52,
11389,difference_test_written,1093,34,candidate_index=26;method1=OK;method2=OK
11390,difference_test_written,145822,55,candidate_index=3;method1=OK;method2=OK
11391,difference_test_written,1261,34,candidate_index=26;method1=OK;method2=OK
11392,no_counterexample_found,982,7,
11393,difference_test_written,145169,55,candidate_index=3;method1=OK;method2=OK
11394,difference_test_written,1207,7,candidate_index=3;method1=OK;method2=OK
11395,difference_test_written,1115,55,candidate_index=3;method1=OK;method2=OK
11396,no_counterexample_found,995,7,
11397,no_counterexample_found,1060,34,
11398,no_counterexample_found,1052,34,
11399,difference_test_written,985,7,candidate_index=0;method1=OK;method2=OK
11400,no_counterexample_found,1072,24,
11401,no_counterexample_found,978,7,
11402,no_counterexample_found,992,7,
11403,no_counterexample_found,1143,100,
11404,difference_test_written,968,7,candidate_index=3;method1=OK;method2=OK
11405,difference_test_written,1075,34,candidate_index=23;method1=OK;method2=OK
11406,no_counterexample_found,1049,34,
11407,difference_test_written,1064,34,candidate_index=0;method1=OK;method2=OK
11408,no_counterexample_found,1188,100,
11409,no_counterexample_found,1139,100,
11410,no_counterexample_found,1337,100,
11411,no_counterexample_found,1015,10,
11412,difference_test_written,1135,100,candidate_index=50;method1=OK;method2=OK
11413,no_counterexample_found,1227,125,
11414,no_counterexample_found,1363,125,
11415,no_counterexample_found,1193,100,
11416,no_counterexample_found,1198,125,
11417,no_counterexample_found,1199,125,
11418,no_counterexample_found,1228,125,
11419,no_counterexample_found,1182,125,
11420,no_counterexample_found,999,7,
11421,no_counterexample_found,1220,125,
11422,no_counterexample_found,1195,125,
11423,no_counterexample_found,1250,125,
11424,no_counterexample_found,1128,100,
11425,no_counterexample_found,1213,125,
11426,no_counterexample_found,1191,125,
11427,no_counterexample_found,1171,125,
11428,no_counterexample_found,1171,125,
11429,no_counterexample_found,1174,125,
11430,no_counterexample_found,1192,125,
11431,no_counterexample_found,1207,125,
11432,no_counterexample_found,1211,125,
11433,no_counterexample_found,1186,125,
11434,no_counterexample_found,1145,68,
11435,no_counterexample_found,1168,125,
11436,no_counterexample_found,1190,125,
11437,no_counterexample_found,1193,125,
11438,no_counterexample_found,1202,125,
11439,no_counterexample_found,1210,125,
11440,no_counterexample_found,1197,125,
11441,no_counterexample_found,1228,125,
11442,no_counterexample_found,1241,125,
11443,no_counterexample_found,1199,125,
11444,no_counterexample_found,1150,125,
11445,no_counterexample_found,1194,125,
11446,no_counterexample_found,1240,125,
11447,no_counterexample_found,1215,125,
11448,no_counterexample_found,1230,125,
11449,no_counterexample_found,1227,125,
11450,no_counterexample_found,1222,125,
11451,no_counterexample_found,1209,125,
11452,no_counterexample_found,1216,125,
11453,no_counterexample_found,1200,125,
11454,no_counterexample_found,1203,125,
11455,difference_test_written,1013,7,candidate_index=0;method1=OK;method2=OK
11456,no_counterexample_found,1185,125,
11457,difference_test_written,1011,10,candidate_index=3;method1=EX;method2=EX
11458,no_counterexample_found,973,7,
11459,difference_test_written,1135,72,candidate_index=5;method1=OK;method2=OK
11460,no_counterexample_found,1091,52,
11461,no_counterexample_found,1087,43,
11462,difference_test_written,1116,64,candidate_index=0;method1=OK;method2=OK
11463,no_counterexample_found,1088,43,
11464,no_counterexample_found,1108,52,
11465,no_counterexample_found,1086,52,
11466,difference_test_written,1073,52,candidate_index=0;method1=OK;method2=OK
11467,no_counterexample_found,1097,53,
11468,no_counterexample_found,1211,52,
11469,no_counterexample_found,1151,52,
11470,no_counterexample_found,1267,52,
11471,no_counterexample_found,1026,7,
11472,no_counterexample_found,1020,7,
11473,no_counterexample_found,1132,52,
11474,no_counterexample_found,1227,43,
11475,difference_test_written,1154,52,candidate_index=0;method1=OK;method2=OK
11476,difference_test_written,1072,52,candidate_index=3;method1=OK;method2=OK
11477,no_counterexample_found,1078,52,
11478,difference_test_written,1090,53,candidate_index=0;method1=OK;method2=OK
11479,no_counterexample_found,1082,43,
11480,no_counterexample_found,1113,52,
11481,no_counterexample_found,1100,64,
11482,no_counterexample_found,1123,52,
11483,no_counterexample_found,1093,52,
11484,no_counterexample_found,1084,52,
11485,no_counterexample_found,1083,52,
11486,no_counterexample_found,1083,43,
11487,no_counterexample_found,1098,43,
11488,no_counterexample_found,1108,52,
11489,no_counterexample_found,1101,52,
11490,no_counterexample_found,1005,7,
11491,no_counterexample_found,1127,52,
11492,no_counterexample_found,1120,52,
11493,no_counterexample_found,1003,7,
11494,no_counterexample_found,1098,43,
11495,no_counterexample_found,1085,52,
11496,difference_test_written,1085,52,candidate_index=3;method1=OK;method2=EX
11497,no_counterexample_found,1105,52,
11498,difference_test_written,1076,52,candidate_index=3;method1=OK;method2=EX
11499,difference_test_written,1113,52,candidate_index=0;method1=OK;method2=EX
11500,difference_test_written,1064,52,candidate_index=3;method1=OK;method2=EX
11501,difference_test_written,1115,52,candidate_index=0;method1=OK;method2=OK
11502,no_counterexample_found,1100,43,
11503,no_counterexample_found,1073,52,
11504,difference_test_written,1108,52,candidate_index=3;method1=OK;method2=EX
11505,no_counterexample_found,1065,7,
11506,no_counterexample_found,1117,52,
11507,difference_test_written,1055,52,candidate_index=0;method1=OK;method2=EX
11508,no_counterexample_found,975,7,
11509,no_counterexample_found,1083,52,
11510,no_counterexample_found,1090,43,
11511,difference_test_written,1123,52,candidate_index=3;method1=OK;method2=EX
11512,no_counterexample_found,984,7,
11513,difference_test_written,1102,52,candidate_index=3;method1=OK;method2=EX
11514,difference_test_written,1071,52,candidate_index=3;method1=OK;method2=EX
11515,difference_test_written,1091,52,candidate_index=3;method1=OK;method2=EX
11516,no_counterexample_found,1067,52,
11517,no_counterexample_found,1107,52,
11518,no_counterexample_found,1105,43,
11519,no_counterexample_found,1134,52,
11520,no_counterexample_found,1099,52,
11521,no_counterexample_found,1070,43,
11522,difference_test_written,1000,7,candidate_index=3;method1=OK;method2=OK
11523,no_counterexample_found,1038,7,
11524,no_counterexample_found,1162,52,
11525,no_counterexample_found,1195,52,
11526,no_counterexample_found,1164,43,
11527,difference_test_written,1084,43,candidate_index=19;method1=OK;method2=EX
11528,no_counterexample_found,1014,10,
11529,no_counterexample_found,1205,43,
11530,no_counterexample_found,1183,52,
11531,no_counterexample_found,1098,52,
11532,difference_test_written,1090,52,candidate_index=3;method1=OK;method2=EX
11533,no_counterexample_found,1086,52,
11534,no_counterexample_found,1102,52,
11535,difference_test_written,1087,52,candidate_index=0;method1=OK;method2=EX
11536,no_counterexample_found,1064,52,
11537,no_counterexample_found,1087,52,
11538,no_counterexample_found,1088,52,
11539,no_counterexample_found,972,10,
11540,no_counterexample_found,1088,52,
11541,no_counterexample_found,1117,52,
11542,no_counterexample_found,1074,43,
11543,difference_test_written,1071,52,candidate_index=3;method1=OK;method2=EX
11544,no_counterexample_found,1128,52,
11545,no_counterexample_found,1015,10,
11546,no_counterexample_found,1127,52,
11547,no_counterexample_found,1108,52,
11548,no_counterexample_found,978,10,
11549,no_counterexample_found,982,10,
11550,no_counterexample_found,968,10,
11551,no_counterexample_found,1182,81,
11552,no_counterexample_found,1001,10,
11553,difference_test_written,1129,100,candidate_index=0;method1=EX;method2=OK
11554,difference_test_written,1147,100,candidate_index=57;method1=OK;method2=OK
11555,no_counterexample_found,1119,100,
11556,difference_test_written,1143,100,candidate_index=0;method1=EX;method2=OK
11557,no_counterexample_found,1111,43,
11558,difference_test_written,1090,43,candidate_index=0;method1=OK;method2=EX
11559,no_counterexample_found,1140,65,
11560,no_counterexample_found,1178,65,
11561,no_counterexample_found,1096,43,
11562,no_counterexample_found,1135,65,
11563,no_counterexample_found,1053,43,
11564,no_counterexample_found,1114,52,
11565,no_counterexample_found,1101,52,
11566,no_counterexample_found,1127,65,
11567,no_counterexample_found,1107,65,
11568,no_counterexample_found,1106,52,
11569,no_counterexample_found,1053,43,
11570,no_counterexample_found,1105,65,
11571,no_counterexample_found,1100,52,
11572,no_counterexample_found,1087,43,
11573,difference_test_written,1098,65,candidate_index=3;method1=OK;method2=EX
11574,difference_test_written,1076,56,candidate_index=6;method1=OK;method2=EX
11575,no_counterexample_found,1096,52,
11576,no_counterexample_found,1109,65,
11577,difference_test_written,1077,65,candidate_index=3;method1=OK;method2=EX
11578,no_counterexample_found,1132,52,
11579,no_counterexample_found,1247,52,
11580,no_counterexample_found,1193,56,
11581,no_counterexample_found,1089,43,
11582,no_counterexample_found,1125,65,
11583,no_counterexample_found,1085,7,
11584,difference_test_written,1237,66,candidate_index=1;method1=OK;method2=OK
11585,no_counterexample_found,1096,43,
11586,difference_test_written,1106,43,candidate_index=0;method1=OK;method2=EX
11587,difference_test_written,1069,52,candidate_index=0;method1=OK;method2=OK
11588,no_counterexample_found,1094,52,
11589,no_counterexample_found,1065,43,
11590,no_counterexample_found,1074,52,
11591,no_counterexample_found,1071,52,
11592,no_counterexample_found,1079,43,
11593,no_counterexample_found,1119,52,
11594,no_counterexample_found,961,7,
11595,no_counterexample_found,1071,52,
11596,no_counterexample_found,960,7,
11597,no_counterexample_found,1081,43,
11598,no_counterexample_found,1109,52,
11599,no_counterexample_found,1082,43,
11600,no_counterexample_found,1093,52,
11601,no_counterexample_found,1073,52,
11602,no_counterexample_found,1092,43,
11603,no_counterexample_found,954,7,
11604,difference_test_written,1053,52,candidate_index=3;method1=OK;method2=EX
11605,difference_test_written,1082,43,candidate_index=3;method1=OK;method2=EX
11606,no_counterexample_found,964,7,
11607,no_counterexample_found,1064,52,
11608,difference_test_written,1097,52,candidate_index=3;method1=OK;method2=EX
11609,no_counterexample_found,1109,52,
11610,no_counterexample_found,1116,52,
11611,no_counterexample_found,1105,56,
11612,no_counterexample_found,1084,56,
11613,no_counterexample_found,1118,65,
11614,difference_test_written,1097,65,candidate_index=30;method1=OK;method2=OK
11615,no_counterexample_found,1136,69,
11616,no_counterexample_found,1098,68,
11617,no_counterexample_found,1153,68,
11618,no_counterexample_found,1097,52,
11619,no_counterexample_found,1099,52,
11620,difference_test_written,1060,52,candidate_index=0;method1=OK;method2=OK
11621,no_counterexample_found,1089,43,
11622,no_counterexample_found,1108,65,
11623,no_counterexample_found,1111,52,
11624,no_counterexample_found,1086,52,
11625,no_counterexample_found,1119,52,
11626,no_counterexample_found,1118,73,
11627,no_counterexample_found,1071,43,
11628,no_counterexample_found,1099,65,
11629,no_counterexample_found,1121,65,
11630,no_counterexample_found,1092,43,
11631,difference_test_written,1105,52,candidate_index=3;method1=OK;method2=EX
11632,no_counterexample_found,1093,52,
11633,difference_test_written,1048,52,candidate_index=3;method1=OK;method2=EX
11634,difference_test_written,1078,52,candidate_index=0;method1=OK;method2=EX
11635,difference_test_written,1058,52,candidate_index=3;method1=OK;method2=EX
